date,ward_id,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity
03/02/2024,W03,10.4,39.8,12.02,10.42,1.28,2,15,0
04/02/2024,W03,8.8,24,12.02,8.81,2.56,0,32,0
05/02/2024,W03,6.6,26.8,12.02,6.61,4.32,0,54,1
06/02/2024,W03,7.4,36.7,12.02,7.41,3.68,1,46,1
07/02/2024,W03,6.7,36.5,12.02,6.71,4.24,1,53,1
08/02/2024,W03,7.7,43,12.02,7.71,3.44,0,43,1
09/02/2024,W03,8,40,12.02,8.01,3.2,0,40,1
10/02/2024,W03,10.2,29.9,12.02,10.22,1.44,5,17,0
11/02/2024,W03,5.4,39.3,12.02,5.41,5.28,2,66,1
12/02/2024,W03,8.1,38.1,12.02,8.11,3.12,0,39,1
13/02/2024,W03,7.7,37.1,12.02,7.71,3.44,1,43,1
14/02/2024,W03,11.3,31.1,12.02,11.32,0.56,0,6,0
15/02/2024,W03,9.3,42.5,12.02,9.32,2.16,0,26,0
16/02/2024,W03,7.3,37,12.02,7.31,3.76,1,47,1
17/02/2024,W03,9,38.7,12.02,9.01,2.4,0,30,0
18/02/2024,W03,8.6,36.3,12.02,8.61,2.72,3,34,0
19/02/2024,W03,9.4,32.8,12.02,9.42,2.08,0,25,0
20/02/2024,W03,9.2,36.3,12.02,9.22,2.24,3,27,0
21/02/2024,W03,8,38.1,12.02,8.01,3.2,0,40,1
22/02/2024,W03,8.2,32.5,12.02,8.21,3.04,0,38,1
23/02/2024,W03,6.9,38.5,12.02,6.91,4.08,1,51,1
24/02/2024,W03,8,32.6,12.02,8.01,3.2,1,40,1
25/02/2024,W03,6.1,37.8,12.02,6.11,4.72,1,59,1
26/02/2024,W03,10.2,34.1,12.02,10.22,1.44,1,17,0
27/02/2024,W03,6.2,43.9,12.02,6.21,4.64,2,58,1
28/02/2024,W03,8.8,42,12.02,8.81,2.56,2,32,0
29/02/2024,W03,8.8,39.9,12.02,8.81,2.56,1,32,0
01/03/2024,W03,4.5,37.1,12.02,4.51,6,3,75,1
02/03/2024,W03,2.7,42.6,12.02,2.7,7.44,1,93,1
03/03/2024,W03,7.4,35.1,12.02,7.41,3.68,2,46,1
04/03/2024,W03,9.6,33.2,12.02,9.62,1.92,1,24,0
05/03/2024,W03,8,24.5,12.02,8.01,3.2,1,40,1
06/03/2024,W03,6.4,29.7,12.02,6.41,4.48,3,56,1
07/03/2024,W03,8.7,42.2,12.02,8.71,2.64,3,33,0
08/03/2024,W03,9.9,38.1,12.02,9.92,1.68,2,20,0
09/03/2024,W03,10.4,41.5,12.02,10.42,1.28,2,15,0
10/03/2024,W03,7.9,29.4,12.02,7.91,3.28,1,41,1
11/03/2024,W03,6.8,35,12.02,6.81,4.16,2,52,1
12/03/2024,W03,7.7,38.2,12.02,7.71,3.44,1,43,1
13/03/2024,W03,7.8,36.1,12.02,7.81,3.36,1,42,1
14/03/2024,W03,8.9,31.8,12.02,8.91,2.48,1,31,0
15/03/2024,W03,6.5,42.3,12.02,6.51,4.4,2,55,1
16/03/2024,W03,8,30.4,12.02,8.01,3.2,1,40,1
17/03/2024,W03,7.8,32.4,12.02,7.81,3.36,1,42,1
18/03/2024,W03,8.8,37.9,12.02,8.81,2.56,1,32,0
19/03/2024,W03,8.7,33.9,12.02,8.71,2.64,0,33,0
20/03/2024,W03,9.1,34.2,12.02,9.12,2.32,2,29,0
21/03/2024,W03,10.1,31.4,12.02,10.12,1.52,1,19,0
22/03/2024,W03,7.5,26.4,12.02,7.51,3.6,1,45,1
23/03/2024,W03,7.3,35.3,12.02,7.31,3.76,1,47,1
24/03/2024,W03,7.6,34,12.02,7.61,3.52,7,44,1
25/03/2024,W03,6.3,39.2,12.02,6.31,4.56,1,57,1
26/03/2024,W03,10.2,36.9,12.02,10.22,1.44,2,17,0
27/03/2024,W03,9.5,36.6,12.02,9.52,2,3,25,0
28/03/2024,W03,9.5,29.1,12.02,9.52,2,2,25,0
29/03/2024,W03,7.1,32.5,12.02,7.11,3.92,1,49,1
30/03/2024,W03,9,38,12.02,9.01,2.4,2,30,0
31/03/2024,W03,6.1,38,12.02,6.11,4.72,0,59,1
01/04/2024,W03,8.8,40.7,12.02,8.81,2.56,0,32,0
02/04/2024,W03,6.7,40.4,12.02,6.71,4.24,3,53,1
03/04/2024,W03,8.4,29.6,12.02,8.41,2.88,2,36,1
04/04/2024,W03,6.2,36.1,12.02,6.21,4.64,2,58,1
05/04/2024,W03,7.9,33.8,12.02,7.91,3.28,4,41,1
06/04/2024,W03,7.5,37.7,12.02,7.51,3.6,1,45,1
07/04/2024,W03,7.8,32.5,12.02,7.81,3.36,1,42,1
08/04/2024,W03,9.3,36.5,12.02,9.32,2.16,0,26,0
09/04/2024,W03,8.6,31.7,12.02,8.61,2.72,3,34,0
10/04/2024,W03,10.5,42.1,12.02,10.52,1.2,1,15,0
11/04/2024,W03,8.3,42.7,12.02,8.31,2.96,2,37,1
12/04/2024,W03,6.2,38,12.02,6.21,4.64,0,58,1
13/04/2024,W03,10.8,33.1,12.02,10.82,0.96,3,11,0
14/04/2024,W03,8.4,33.2,12.02,8.41,2.88,2,36,1
15/04/2024,W03,7.9,32.3,12.02,7.91,3.28,2,41,1
16/04/2024,W03,6.8,49.5,12.02,6.81,4.16,0,52,1
17/04/2024,W03,5.3,40.4,12.02,5.31,5.36,1,67,1
18/04/2024,W03,9.8,40.3,12.02,9.82,1.76,0,21,0
19/04/2024,W03,6.4,32.4,12.02,6.41,4.48,2,56,1
20/04/2024,W03,8.6,35.3,12.02,8.61,2.72,1,34,0
21/04/2024,W03,7.7,28,12.02,7.71,3.44,1,43,1
22/04/2024,W03,10,37.8,12.02,10.02,1.6,4,20,0
23/04/2024,W03,8.7,31.2,12.02,8.71,2.64,1,33,0
24/04/2024,W03,7.8,41.1,12.02,7.81,3.36,1,42,1
25/04/2024,W03,9.1,33.6,12.02,9.12,2.32,2,29,0
26/04/2024,W03,7.5,28.7,12.02,7.51,3.6,1,45,1
27/04/2024,W03,9.5,40.2,12.02,9.52,2,3,25,0
28/04/2024,W03,5.7,32.9,12.02,5.71,5.04,1,63,1
29/04/2024,W03,10.8,30.5,12.02,10.82,0.96,1,11,0
30/04/2024,W03,5.3,36,12.02,5.31,5.36,2,67,1
01/05/2024,W03,5.5,34.9,12.02,5.51,5.2,1,65,1
02/05/2024,W03,9.8,31.4,12.02,9.82,1.76,0,21,0
03/05/2024,W03,11,25,12.02,11.02,0.8,2,10,0
04/05/2024,W03,7.7,45.9,12.02,7.71,3.44,3,43,1
05/05/2024,W03,6.5,43.1,12.02,6.51,4.4,3,55,1
06/05/2024,W03,4.5,39.6,12.02,4.51,6,0,75,1
07/05/2024,W03,7,31.3,12.02,7.01,4,1,50,1
08/05/2024,W03,8.3,32.7,12.02,8.31,2.96,0,37,1
09/05/2024,W03,7.5,43.1,12.02,7.51,3.6,3,45,1
10/05/2024,W03,9.1,30.2,12.02,9.12,2.32,3,29,0
11/05/2024,W03,8.4,32.4,12.02,8.41,2.88,1,36,1
12/05/2024,W03,6.6,39.7,12.02,6.61,4.32,2,54,1
13/05/2024,W03,8.6,40,12.02,8.61,2.72,1,34,0
14/05/2024,W03,9.2,35.1,12.02,9.22,2.24,1,27,0
15/05/2024,W03,10.1,45.8,12.02,10.12,1.52,2,19,0
16/05/2024,W03,7.6,31.8,12.02,7.61,3.52,0,44,1
17/05/2024,W03,7.7,26.8,12.02,7.71,3.44,0,43,1
18/05/2024,W03,8.2,30.9,12.02,8.21,3.04,3,38,1
19/05/2024,W03,10.2,28.5,12.02,10.22,1.44,4,17,0
20/05/2024,W03,8.7,40.2,12.02,8.71,2.64,1,33,0
21/05/2024,W03,9.1,43.6,12.02,9.12,2.32,1,29,0
22/05/2024,W03,5.8,32.2,12.02,5.81,4.96,0,62,1
23/05/2024,W03,8.1,34.7,12.02,8.11,3.12,2,39,1
24/05/2024,W03,9.4,29.7,12.02,9.42,2.08,1,25,0
25/05/2024,W03,10.5,36.7,12.02,10.52,1.2,0,15,0
26/05/2024,W03,7.2,41.9,12.02,7.21,3.84,2,48,1
27/05/2024,W03,7.9,35.3,12.02,7.91,3.28,1,41,1
28/05/2024,W03,6.8,29.1,12.02,6.81,4.16,4,52,1
29/05/2024,W03,10,37,12.02,10.02,1.6,0,20,0
30/05/2024,W03,7.9,37.4,12.02,7.91,3.28,0,41,1
31/05/2024,W03,12.2,37.4,12.02,12.22,0,4,0,0
01/06/2024,W03,8,33.7,12.02,8.01,3.2,2,40,1
02/06/2024,W03,6.5,36.2,12.02,6.51,4.4,2,55,1
03/06/2024,W03,9,31.5,12.02,9.01,2.4,4,30,0
04/06/2024,W03,8.1,40.1,12.02,8.11,3.12,2,39,1
05/06/2024,W03,9.1,43.3,12.02,9.12,2.32,3,29,0
06/06/2024,W03,10.2,32.7,12.02,10.22,1.44,1,17,0
07/06/2024,W03,7.5,24.8,12.02,7.51,3.6,3,45,1
08/06/2024,W03,11.1,36.8,12.02,11.12,0.72,2,9,0
09/06/2024,W03,11.9,40.1,12.02,11.92,0.08,0,0,0
10/06/2024,W03,7.5,38.6,12.02,7.51,3.6,3,45,1
11/06/2024,W03,7.1,31.9,12.02,7.11,3.92,3,49,1
12/06/2024,W03,8.7,37.6,12.02,8.71,2.64,2,33,0
13/06/2024,W03,6.9,29.1,12.02,6.91,4.08,0,51,1
14/06/2024,W03,7.1,36.1,12.02,7.11,3.92,0,49,1
15/06/2024,W03,8.5,31.4,12.02,8.51,2.8,1,35,0
16/06/2024,W03,6.6,39.7,12.02,6.61,4.32,1,54,1
17/06/2024,W03,4.2,36.5,12.02,4.21,6.24,1,78,1
18/06/2024,W03,6.2,33.9,12.02,6.21,4.64,1,58,1
19/06/2024,W03,8.9,36.1,12.02,8.91,2.48,2,31,0
20/06/2024,W03,7.7,35.4,12.02,7.71,3.44,1,43,1
21/06/2024,W03,6.8,31.6,12.02,6.81,4.16,2,52,1
22/06/2024,W03,7.7,40,12.02,7.71,3.44,1,43,1
23/06/2024,W03,5.9,29.9,12.02,5.91,4.88,0,61,1
24/06/2024,W03,10.4,33.6,12.02,10.42,1.28,3,15,0
25/06/2024,W03,7,37.2,12.02,7.01,4,3,50,1
26/06/2024,W03,7.8,28.7,12.02,7.81,3.36,2,42,1
27/06/2024,W03,8.8,35.6,12.02,8.81,2.56,1,32,0
28/06/2024,W03,8.2,37.3,12.02,8.21,3.04,0,38,1
01/01/2024,W04,8.5,32,22.01,15.59,2.8,1,64,0
02/01/2024,W04,6.5,26.5,22.01,11.92,4.4,4,100,1
03/01/2024,W04,7.1,37.8,22.01,13.02,3.92,1,89,1
04/01/2024,W04,7.4,38.7,22.01,13.57,3.68,2,84,1
05/01/2024,W04,8.4,39.2,22.01,15.41,2.88,1,66,0
06/01/2024,W04,5,21.6,22.01,9.17,5.6,2,128,1
07/01/2024,W04,9.6,31.1,22.01,17.61,1.92,5,44,0
08/01/2024,W04,9.4,37.1,22.01,17.24,2.08,2,47,0
09/01/2024,W04,3.6,34.3,22.01,6.6,6.72,2,154,1
10/01/2024,W04,6.9,26.5,22.01,12.66,4.08,3,93,1
11/01/2024,W04,8.6,33.1,22.01,15.77,2.72,1,62,0
12/01/2024,W04,9.3,36.5,22.01,17.06,2.16,4,49,0
13/01/2024,W04,4.8,46.7,22.01,8.8,5.76,1,132,1
14/01/2024,W04,9.4,26,22.01,17.24,2.08,0,47,0
15/01/2024,W04,7.2,29.8,22.01,13.21,3.84,2,88,1
16/01/2024,W04,6.9,33.8,22.01,12.66,4.08,2,93,1
17/01/2024,W04,7,33.8,22.01,12.84,4,3,91,1
18/01/2024,W04,7.2,23.8,22.01,13.21,3.84,0,88,1
19/01/2024,W04,8.1,39.3,22.01,14.86,3.12,2,71,1
20/01/2024,W04,7.2,28.9,22.01,13.21,3.84,0,88,1
21/01/2024,W04,8,39.5,22.01,14.67,3.2,2,73,1
22/01/2024,W04,5.1,39.3,22.01,9.35,5.52,0,126,1
23/01/2024,W04,8.2,26.8,22.01,15.04,3.04,0,69,1
24/01/2024,W04,7.9,27.9,22.01,14.49,3.28,1,75,1
25/01/2024,W04,5.2,36.5,22.01,9.54,5.44,3,124,1
26/01/2024,W04,4.2,33.1,22.01,7.7,6.24,1,143,1
27/01/2024,W04,7.2,38.7,22.01,13.21,3.84,0,88,1
28/01/2024,W04,6,31.6,22.01,11.01,4.8,2,110,1
29/01/2024,W04,6.9,28.1,22.01,12.66,4.08,3,93,1
30/01/2024,W04,6.6,32.4,22.01,12.11,4.32,3,99,1
31/01/2024,W04,7.9,42.2,22.01,14.49,3.28,5,75,1
01/02/2024,W04,5.6,35.4,22.01,10.27,5.12,0,117,1
02/02/2024,W04,9.8,28,22.01,17.97,1.76,2,40,0
03/02/2024,W04,7,31,22.01,12.84,4,2,91,1
04/02/2024,W04,9.1,35.7,22.01,16.69,2.32,0,53,0
05/02/2024,W04,9.1,29.9,22.01,16.69,2.32,5,53,0
06/02/2024,W04,8.8,36.5,22.01,16.14,2.56,3,58,0
07/02/2024,W04,8.3,39.4,22.01,15.22,2.96,2,67,1
08/02/2024,W04,5.3,35.1,22.01,9.72,5.36,1,122,1
09/02/2024,W04,4.4,35.5,22.01,8.07,6.08,3,139,1
10/02/2024,W04,8.1,33.5,22.01,14.86,3.12,0,71,1
11/02/2024,W04,6.2,35.2,22.01,11.37,4.64,0,106,1
12/02/2024,W04,8.9,37.5,22.01,16.32,2.48,2,56,0
13/02/2024,W04,6.2,31.2,22.01,11.37,4.64,0,106,1
14/02/2024,W04,6.3,33.8,22.01,11.56,4.56,1,104,1
15/02/2024,W04,5.8,31,22.01,10.64,4.96,1,113,1
16/02/2024,W04,8.7,37.7,22.01,15.96,2.64,1,60,0
17/02/2024,W04,6.7,36.8,22.01,12.29,4.24,4,97,1
18/02/2024,W04,8.4,35.2,22.01,15.41,2.88,2,66,0
19/02/2024,W04,6.6,33.9,22.01,12.11,4.32,2,99,1
20/02/2024,W04,6.7,26.7,22.01,12.29,4.24,2,97,1
21/02/2024,W04,8.2,31.1,22.01,15.04,3.04,4,69,1
22/02/2024,W04,11.4,37.8,22.01,20.91,0.48,2,11,0
23/02/2024,W04,9.7,34.5,22.01,17.79,1.84,3,42,0
24/02/2024,W04,5.6,36,22.01,10.27,5.12,3,117,1
25/02/2024,W04,8.7,41.6,22.01,15.96,2.64,0,60,0
26/02/2024,W04,8.9,29.6,22.01,16.32,2.48,0,56,0
27/02/2024,W04,8.1,20,22.01,14.86,3.12,1,71,1
28/02/2024,W04,7,30,22.01,12.84,4,0,91,1
29/02/2024,W04,5.2,21.3,22.01,9.54,5.44,1,124,1
01/03/2024,W04,7.7,29.2,22.01,14.12,3.44,4,78,1
02/03/2024,W04,7.4,26.7,22.01,13.57,3.68,3,84,1
03/03/2024,W04,7.6,40.9,22.01,13.94,3.52,3,80,1
04/03/2024,W04,9.6,27.2,22.01,17.61,1.92,1,44,0
05/03/2024,W04,5.8,43.4,22.01,10.64,4.96,0,113,1
06/03/2024,W04,6.4,28.7,22.01,11.74,4.48,4,102,1
07/03/2024,W04,9.2,31.5,22.01,16.87,2.24,1,51,0
08/03/2024,W04,6.1,30.6,22.01,11.19,4.72,0,108,1
09/03/2024,W04,7.7,37.7,22.01,14.12,3.44,0,78,1
10/03/2024,W04,8.9,29.2,22.01,16.32,2.48,2,56,0
11/03/2024,W04,8.1,39.8,22.01,14.86,3.12,2,71,1
12/03/2024,W04,7.5,39.8,22.01,13.76,3.6,0,82,1
13/03/2024,W04,7.7,36.3,22.01,14.12,3.44,0,78,1
14/03/2024,W04,5.3,36.2,22.01,9.72,5.36,2,122,1
15/03/2024,W04,7,25.9,22.01,12.84,4,0,91,1
16/03/2024,W04,2.4,27.2,22.01,4.4,7.68,3,176,1
17/03/2024,W04,6.6,41,22.01,12.11,4.32,3,99,1
18/03/2024,W04,6.8,33.2,22.01,12.47,4.16,1,95,1
19/03/2024,W04,7,31.7,22.01,12.84,4,2,91,1
20/03/2024,W04,6.2,29.4,22.01,11.37,4.64,2,106,1
21/03/2024,W04,8.1,25.5,22.01,14.86,3.12,2,71,1
22/03/2024,W04,8,37.1,22.01,14.67,3.2,1,73,1
23/03/2024,W04,8.3,39.4,22.01,15.22,2.96,1,67,1
24/03/2024,W04,7.1,36.1,22.01,13.02,3.92,3,89,1
25/03/2024,W04,9.1,23.6,22.01,16.69,2.32,1,53,0
26/03/2024,W04,8.1,39.2,22.01,14.86,3.12,0,71,1
27/03/2024,W04,8.3,30.6,22.01,15.22,2.96,3,67,1
28/03/2024,W04,8.5,23.4,22.01,15.59,2.8,4,64,0
29/03/2024,W04,5.8,30.6,22.01,10.64,4.96,3,113,1
30/03/2024,W04,7.1,32.8,22.01,13.02,3.92,2,89,1
31/03/2024,W04,5.4,39.8,22.01,9.9,5.28,2,121,1
01/04/2024,W04,7.4,28.5,22.01,13.57,3.68,2,84,1
02/04/2024,W04,5.1,37,22.01,9.35,5.52,1,126,1
03/04/2024,W04,8.7,34,22.01,15.96,2.64,1,60,0
04/04/2024,W04,7.9,33.2,22.01,14.49,3.28,2,75,1
05/04/2024,W04,4.9,37.8,22.01,8.99,5.68,2,130,1
06/04/2024,W04,9,38.2,22.01,16.51,2.4,3,55,0
07/04/2024,W04,8.3,34,22.01,15.22,2.96,1,67,1
08/04/2024,W04,8.9,28.7,22.01,16.32,2.48,1,56,0
09/04/2024,W04,5.7,33.4,22.01,10.45,5.04,1,115,1
10/04/2024,W04,6.1,33.1,22.01,11.19,4.72,2,108,1
11/04/2024,W04,4,31.3,22.01,7.34,6.4,1,146,1
12/04/2024,W04,8,35.8,22.01,14.67,3.2,0,73,1
13/04/2024,W04,7.5,35.9,22.01,13.76,3.6,4,82,1
14/04/2024,W04,4.8,23.4,22.01,8.8,5.76,1,132,1
15/04/2024,W04,8.6,33.2,22.01,15.77,2.72,2,62,0
16/04/2024,W04,9.2,27.9,22.01,16.87,2.24,2,51,0
17/04/2024,W04,11.3,24.1,22.01,20.73,0.56,3,12,0
18/04/2024,W04,7.3,33.5,22.01,13.39,3.76,1,86,1
19/04/2024,W04,6.2,31.2,22.01,11.37,4.64,1,106,1
20/04/2024,W04,7.2,39.3,22.01,13.21,3.84,2,88,1
21/04/2024,W04,8.8,24,22.01,16.14,2.56,2,58,0
22/04/2024,W04,7.5,30.5,22.01,13.76,3.6,4,82,1
23/04/2024,W04,9,28.8,22.01,16.51,2.4,0,55,0
24/04/2024,W04,7.1,34.7,22.01,13.02,3.92,0,89,1
25/04/2024,W04,8.3,38.4,22.01,15.22,2.96,1,67,1
26/04/2024,W04,4.4,26.1,22.01,8.07,6.08,4,139,1
27/04/2024,W04,7.8,27.2,22.01,14.31,3.36,4,77,1
28/04/2024,W04,9.2,33.3,22.01,16.87,2.24,3,51,0
29/04/2024,W04,7.9,35.4,22.01,14.49,3.28,1,75,1
30/04/2024,W04,8.7,30.2,22.01,15.96,2.64,1,60,0
01/05/2024,W04,8.4,35.5,22.01,15.41,2.88,1,66,0
02/05/2024,W04,11.6,37.8,22.01,21.28,0.32,1,7,0
03/05/2024,W04,12.3,23.6,22.01,22.56,0,1,0,0
04/05/2024,W04,6.6,35.9,22.01,12.11,4.32,2,99,1
05/05/2024,W04,7.8,22.9,22.01,14.31,3.36,2,77,1
06/05/2024,W04,8.9,31.5,22.01,16.32,2.48,2,56,0
07/05/2024,W04,7.5,36.6,22.01,13.76,3.6,3,82,1
08/05/2024,W04,5,26.1,22.01,9.17,5.6,0,128,1
09/05/2024,W04,6.9,38.8,22.01,12.66,4.08,2,93,1
10/05/2024,W04,8.2,29.6,22.01,15.04,3.04,0,69,1
11/05/2024,W04,8.2,31.8,22.01,15.04,3.04,1,69,1
12/05/2024,W04,7.2,29.6,22.01,13.21,3.84,0,88,1
13/05/2024,W04,8.5,30.5,22.01,15.59,2.8,0,64,0
14/05/2024,W04,10.5,32.5,22.01,19.26,1.2,1,27,0
15/05/2024,W04,6.5,21.4,22.01,11.92,4.4,2,100,1
16/05/2024,W04,5.7,21.9,22.01,10.45,5.04,2,115,1
17/05/2024,W04,5.6,33.7,22.01,10.27,5.12,0,117,1
18/05/2024,W04,7.1,27.6,22.01,13.02,3.92,2,89,1
19/05/2024,W04,5.6,30.2,22.01,10.27,5.12,2,117,1
20/05/2024,W04,5.5,35.1,22.01,10.09,5.2,0,119,1
21/05/2024,W04,7.9,37,22.01,14.49,3.28,1,75,1
22/05/2024,W04,7.4,33.1,22.01,13.57,3.68,2,84,1
23/05/2024,W04,5.8,29.3,22.01,10.64,4.96,3,113,1
24/05/2024,W04,5.5,35.3,22.01,10.09,5.2,3,119,1
25/05/2024,W04,6.9,45,22.01,12.66,4.08,2,93,1
26/05/2024,W04,6.9,26.4,22.01,12.66,4.08,2,93,1
27/05/2024,W04,8.8,29.3,22.01,16.14,2.56,4,58,0
28/05/2024,W04,8.1,35.1,22.01,14.86,3.12,3,71,1
29/05/2024,W04,7.5,38.2,22.01,13.76,3.6,2,82,1
30/05/2024,W04,7.2,33.1,22.01,13.21,3.84,0,88,1
31/05/2024,W04,3.8,22.3,22.01,6.97,6.56,1,150,1
01/06/2024,W04,7.4,28.3,22.01,13.57,3.68,0,84,1
02/06/2024,W04,7.8,32.1,22.01,14.31,3.36,3,77,1
03/06/2024,W04,6.9,30.6,22.01,12.66,4.08,3,93,1
04/06/2024,W04,5.5,37.5,22.01,10.09,5.2,2,119,1
05/06/2024,W04,5.7,38.7,22.01,10.45,5.04,5,115,1
06/06/2024,W04,8,26.7,22.01,14.67,3.2,1,73,1
07/06/2024,W04,8.6,27.2,22.01,15.77,2.72,1,62,0
08/06/2024,W04,8.5,40.2,22.01,15.59,2.8,2,64,0
09/06/2024,W04,9,37.2,22.01,16.51,2.4,3,55,0
10/06/2024,W04,8.3,29.3,22.01,15.22,2.96,1,67,1
11/06/2024,W04,9.8,35.8,22.01,17.97,1.76,2,40,0
12/06/2024,W04,8.1,31.1,22.01,14.86,3.12,1,71,1
13/06/2024,W04,9,30.5,22.01,16.51,2.4,2,55,0
14/06/2024,W04,5.5,30.2,22.01,10.09,5.2,2,119,1
15/06/2024,W04,5.4,44.5,22.01,9.9,5.28,2,121,1
16/06/2024,W04,6.6,31.4,22.01,12.11,4.32,0,99,1
17/06/2024,W04,6.5,29.3,22.01,11.92,4.4,1,100,1
18/06/2024,W04,8.2,34.6,22.01,15.04,3.04,1,69,1
19/06/2024,W04,6.7,32.9,22.01,12.29,4.24,1,97,1
20/06/2024,W04,5.9,36,22.01,10.82,4.88,1,111,1
21/06/2024,W04,11.6,36.7,22.01,21.28,0.32,0,7,0
22/06/2024,W04,6,26.4,22.01,11.01,4.8,4,110,1
23/06/2024,W04,9.4,37.6,22.01,17.24,2.08,2,47,0
24/06/2024,W04,8.1,25,22.01,14.86,3.12,1,71,1
25/06/2024,W04,7.6,28,22.01,13.94,3.52,1,80,1
26/06/2024,W04,7.3,34.5,22.01,13.39,3.76,6,86,1
27/06/2024,W04,9,29.4,22.01,16.51,2.4,0,55,0
28/06/2024,W04,6.2,27.8,22.01,11.37,4.64,3,106,1
01/01/2024,W05,9.6,50.5,29.84,23.87,1.92,0,59,0
02/01/2024,W05,10.9,49.1,29.84,27.1,0.88,1,27,0
03/01/2024,W05,12,54.6,29.84,29.84,0,0,0,0
04/01/2024,W05,10.3,45.8,29.84,25.61,1.36,0,42,0
05/01/2024,W05,9.8,53.4,29.84,24.37,1.76,0,54,0
06/01/2024,W05,9.1,45.8,29.84,22.63,2.32,0,72,0
07/01/2024,W05,9.8,55.5,29.84,24.37,1.76,0,54,0
08/01/2024,W05,11.4,43.7,29.84,28.35,0.48,1,14,0
09/01/2024,W05,10.7,38.3,29.84,26.61,1.04,0,32,0
10/01/2024,W05,12.2,51.3,29.84,30.34,0,0,0,0
11/01/2024,W05,10.1,42.6,29.84,25.12,1.52,0,47,0
12/01/2024,W05,9.2,54.9,29.84,22.88,2.24,0,69,0
13/01/2024,W05,15.5,44.6,29.84,38.54,0,0,0,0
14/01/2024,W05,11.9,40.1,29.84,29.59,0.08,1,2,0
15/01/2024,W05,11,40.8,29.84,27.35,0.8,0,24,0
16/01/2024,W05,11.2,56.8,29.84,27.85,0.64,0,19,0
17/01/2024,W05,12.8,50.3,29.84,31.83,0,0,0,0
18/01/2024,W05,11.9,48.9,29.84,29.59,0.08,0,2,0
19/01/2024,W05,10.9,53.9,29.84,27.1,0.88,0,27,0
20/01/2024,W05,9.9,43.5,29.84,24.62,1.68,1,52,0
21/01/2024,W05,11.6,44.6,29.84,28.85,0.32,0,9,0
22/01/2024,W05,12.5,52.2,29.84,31.08,0,2,0,0
23/01/2024,W05,10.6,48.6,29.84,26.36,1.12,0,34,0
24/01/2024,W05,8.1,47,29.84,20.14,3.12,0,97,1
25/01/2024,W05,12.6,45.1,29.84,31.33,0,0,0,0
26/01/2024,W05,9.6,44.1,29.84,23.87,1.92,0,59,0
27/01/2024,W05,13,44.5,29.84,32.33,0,0,0,0
28/01/2024,W05,12.9,46,29.84,32.08,0,0,0,0
29/01/2024,W05,9.8,58.4,29.84,24.37,1.76,0,54,0
30/01/2024,W05,11.1,44.8,29.84,27.6,0.72,1,22,0
31/01/2024,W05,11.9,50.5,29.84,29.59,0.08,0,2,0
01/02/2024,W05,12.9,47.9,29.84,32.08,0,2,0,0
02/02/2024,W05,12.2,57.8,29.84,30.34,0,2,0,0
03/02/2024,W05,10.7,59.9,29.84,26.61,1.04,1,32,0
04/02/2024,W05,10.6,56.8,29.84,26.36,1.12,0,34,0
05/02/2024,W05,13.5,54.7,29.84,33.57,0,0,0,0
06/02/2024,W05,11.2,48.4,29.84,27.85,0.64,1,19,0
07/02/2024,W05,12.6,51.7,29.84,31.33,0,1,0,0
08/02/2024,W05,11.6,46.7,29.84,28.85,0.32,0,9,0
09/02/2024,W05,9.6,46.8,29.84,23.87,1.92,0,59,0
10/02/2024,W05,10.2,52.8,29.84,25.36,1.44,1,44,0
11/02/2024,W05,11.7,50.1,29.84,29.09,0.24,0,7,0
12/02/2024,W05,9.7,58,29.84,24.12,1.84,1,57,0
13/02/2024,W05,9.8,55.4,29.84,24.37,1.76,1,54,0
14/02/2024,W05,8.7,49.6,29.84,21.63,2.64,0,82,0
15/02/2024,W05,10,52,29.84,24.87,1.6,1,49,0
16/02/2024,W05,12.1,45.4,29.84,30.09,0,1,0,0
17/02/2024,W05,8.5,51.3,29.84,21.14,2.8,1,87,0
18/02/2024,W05,10,61.7,29.84,24.87,1.6,0,49,0
19/02/2024,W05,8.8,50.8,29.84,21.88,2.56,0,79,0
20/02/2024,W05,13.1,52.4,29.84,32.58,0,0,0,0
21/02/2024,W05,11.7,55.6,29.84,29.09,0.24,0,7,0
22/02/2024,W05,12.8,47.5,29.84,31.83,0,0,0,0
23/02/2024,W05,10.3,48.5,29.84,25.61,1.36,0,42,0
24/02/2024,W05,9.7,44.7,29.84,24.12,1.84,0,57,0
25/02/2024,W05,11.1,41.7,29.84,27.6,0.72,1,22,0
26/02/2024,W05,8.6,44.9,29.84,21.39,2.72,0,84,0
27/02/2024,W05,10.5,47.5,29.84,26.11,1.2,0,37,0
28/02/2024,W05,12.1,55.2,29.84,30.09,0,0,0,0
29/02/2024,W05,13.1,48.5,29.84,32.58,0,0,0,0
01/03/2024,W05,9.4,57.2,29.84,23.37,2.08,0,64,0
02/03/2024,W05,10.5,53,29.84,26.11,1.2,1,37,0
03/03/2024,W05,11.1,47.4,29.84,27.6,0.72,3,22,0
04/03/2024,W05,11.3,49.3,29.84,28.1,0.56,0,17,0
05/03/2024,W05,11.6,39.2,29.84,28.85,0.32,0,9,0
06/03/2024,W05,10.7,57.1,29.84,26.61,1.04,3,32,0
