date,ward_id,population,pipe_age_years,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity,supply_hours_7day_avg,complaints_7day_avg,pipe_breaks_7day_avg,demand_supply_gap,supply_ratio
25/04/2024,W03,89000,35,8.2,31.1,12.71,8.69,6.5,1,40,1,8.814285714,3.717142857,1,4.02,0.683713611
26/04/2024,W03,89000,35,7.4,33.4,11.07,6.83,6.42,4,44,1,8.842857143,3.938571429,1.285714286,4.24,0.616982836
27/04/2024,W03,89000,35,7,29.8,12.43,7.25,5.51,5,52,1,8.457142857,4.24,1.857142857,5.18,0.583266291
28/04/2024,W03,89000,35,6.2,33.9,11.3,5.84,6.4,2,55,1,8.414285714,4.515714286,2,5.46,0.516814159
29/04/2024,W03,89000,35,6.3,30.8,12.24,6.43,5.29,0,58,1,7.9,5.024285714,2,5.81,0.525326797
30/04/2024,W03,89000,35,8,34.1,11.98,7.99,3.63,1,40,1,7.6,5.295714286,1.857142857,3.99,0.666944908
01/05/2024,W03,89000,35,8.1,31.1,11.34,7.65,4.42,1,38,1,7.314285714,5.452857143,2,3.69,0.674603175
02/05/2024,W03,89000,35,9.7,33,13.01,10.52,2.26,2,26,0,7.528571429,4.847142857,2.142857143,2.49,0.808608762
03/05/2024,W03,89000,35,7.1,35.1,12.86,7.61,5.84,0,54,1,7.485714286,4.764285714,1.571428571,5.25,0.591757387
04/05/2024,W03,89000,35,9.9,32.8,11.37,9.38,3.52,3,19,0,7.9,4.48,1.285714286,1.99,0.824978012
05/05/2024,W03,89000,35,8.6,36,11.66,8.36,6.96,5,34,0,8.242857143,4.56,1.714285714,3.3,0.716981132
06/05/2024,W03,89000,35,8,31.7,12,8,3.55,2,42,1,8.485714286,4.311428571,2,4,0.666666667
07/05/2024,W03,89000,35,6.9,34.7,11.79,6.78,7.76,0,52,1,8.328571429,4.901428571,1.857142857,5.01,0.575063613
08/05/2024,W03,89000,35,11.4,45.4,12.05,11.45,1.52,1,7,0,8.8,4.487142857,1.857142857,0.6,0.950207469
09/05/2024,W03,89000,35,7.5,29.7,10.9,6.81,4.95,3,41,1,8.485714286,4.871428571,2,4.09,0.624770642
10/05/2024,W03,89000,35,7.8,36.2,13.16,8.55,4.23,1,46,1,8.585714286,4.641428571,2.142857143,4.61,0.649696049
11/05/2024,W03,89000,35,9.8,36.7,11.82,9.65,2.12,0,21,0,8.571428571,4.441428571,1.714285714,2.17,0.81641286
12/05/2024,W03,89000,35,8.5,31.5,11.74,8.32,10.42,4,34,0,8.557142857,4.935714286,1.571428571,3.42,0.708688245
13/05/2024,W03,89000,35,11.5,31.3,11.01,10.55,0.6,1,5,0,9.057142857,4.514285714,1.428571429,0.46,0.9582198
14/05/2024,W03,89000,35,6.7,37,12.36,6.9,4.53,1,54,1,9.028571429,4.052857143,1.571428571,5.46,0.558252427
15/05/2024,W03,89000,35,10.4,29.6,11.07,9.59,1.6,2,15,0,8.885714286,4.064285714,1.714285714,1.48,0.86630533
16/05/2024,W03,89000,35,6.4,35.8,10.98,5.86,5.39,2,52,1,8.728571429,4.127142857,1.571428571,5.12,0.533697632
17/05/2024,W03,89000,35,6.5,35.7,11.49,6.22,7.05,2,52,1,8.542857143,4.53,1.714285714,5.27,0.541340296
18/05/2024,W03,89000,35,8.7,35.1,12.08,8.76,3.29,4,35,0,8.385714286,4.697142857,2.285714286,3.32,0.725165563
19/05/2024,W03,89000,35,10,34.3,10.96,9.13,4.31,1,18,0,8.6,3.824285714,1.857142857,1.83,0.833029197
20/05/2024,W03,89000,35,8.6,36.6,11.51,8.25,2.93,0,32,0,8.185714286,4.157142857,1.714285714,3.26,0.716768028
21/05/2024,W03,89000,35,8.3,45.9,13.17,9.11,4.58,1,42,1,8.414285714,4.164285714,1.714285714,4.06,0.691723614
22/05/2024,W03,89000,35,6.9,35.4,10.85,6.24,4.23,1,47,1,7.914285714,4.54,1.571428571,4.61,0.575115207
23/05/2024,W03,89000,35,8.4,38,11.69,8.18,4.3,5,35,1,8.2,4.384285714,2,3.51,0.69974337
24/05/2024,W03,89000,35,10.8,42.2,11.23,10.11,1.02,0,13,0,8.814285714,3.522857143,1.714285714,1.12,0.900267142
25/05/2024,W03,89000,35,5.7,21.4,11.65,5.53,6.55,2,61,1,8.385714286,3.988571429,1.428571429,6.12,0.474678112
26/05/2024,W03,89000,35,8.1,36.6,12.66,8.55,4.86,1,42,1,8.114285714,4.067142857,1.428571429,4.11,0.67535545
27/05/2024,W03,89000,35,8.8,33.2,12,8.8,3,2,32,0,8.142857143,4.077142857,1.714285714,3.2,0.733333333
28/05/2024,W03,89000,35,6,30.8,13.06,6.53,5.77,0,66,1,7.814285714,4.247142857,1.571428571,6.53,0.5
29/05/2024,W03,89000,35,6.9,38.7,12.5,7.19,5.09,1,53,1,7.814285714,4.37,1.571428571,5.31,0.5752
30/05/2024,W03,89000,35,8.8,41.5,13.14,9.64,2.56,0,37,0,7.871428571,4.121428571,0.857142857,3.5,0.733637747
31/05/2024,W03,89000,35,10.5,38.5,12.26,10.73,1.69,0,15,0,7.828571429,4.217142857,0.857142857,1.53,0.875203915
01/06/2024,W03,89000,35,10.3,38,12.59,10.81,2.43,2,18,0,8.485714286,3.628571429,0.857142857,1.78,0.858617951
02/06/2024,W03,89000,35,7,35.3,12.62,7.36,4.1,1,52,1,8.328571429,3.52,0.857142857,5.26,0.583201268
03/06/2024,W03,89000,35,5.5,32.2,12.69,5.82,5.55,2,69,1,7.857142857,3.884285714,0.857142857,6.87,0.458628842
04/06/2024,W03,89000,35,7.2,35.1,12.3,7.38,8.17,0,49,1,8.028571429,4.227142857,0.857142857,4.92,0.6
05/06/2024,W03,89000,35,7.4,36.6,13,8.02,4.07,0,51,1,8.1,4.081428571,0.714285714,4.98,0.616923077
06/06/2024,W03,89000,35,8.7,29.8,11.6,8.41,2.96,0,32,0,8.085714286,4.138571429,0.714285714,3.19,0.725
07/06/2024,W03,89000,35,10,39.1,12.49,10.41,2.66,2,21,0,8.014285714,4.277142857,1,2.08,0.833466773
08/06/2024,W03,89000,35,9.5,35.4,13.05,10.33,2.04,0,27,0,7.9,4.221428571,0.714285714,2.72,0.791570881
09/06/2024,W03,89000,35,7.9,36.3,12.9,8.49,5.2,1,45,1,8.028571429,4.378571429,0.714285714,4.41,0.658139535
10/06/2024,W03,89000,35,7.1,43,11.25,6.66,4.64,1,47,1,8.257142857,4.248571429,0.571428571,4.59,0.592
11/06/2024,W03,89000,35,10.5,38.8,12.7,11.11,1.61,3,15,0,8.728571429,3.311428571,1,1.59,0.87480315
12/06/2024,W03,89000,35,8.3,37.9,11.18,7.73,5.78,1,36,1,8.857142857,3.555714286,1.142857143,3.45,0.691413238
13/06/2024,W03,89000,35,8,37.5,12.99,8.66,3.52,0,44,1,8.757142857,3.635714286,1.142857143,4.33,0.666666667
14/06/2024,W03,89000,35,3.8,35.7,12.23,3.87,8.78,0,83,1,7.871428571,4.51,0.857142857,8.36,0.316434996
15/06/2024,W03,89000,35,9,42.4,12.46,9.35,3.02,2,31,0,7.8,4.65,1.142857143,3.11,0.750401284
16/06/2024,W03,89000,35,7.9,40.6,12.99,8.55,5.89,0,46,1,7.8,4.748571429,1,4.44,0.658198614
17/06/2024,W03,89000,35,9.8,37.8,11.67,9.53,2.71,0,22,0,8.185714286,4.472857143,0.857142857,2.14,0.816623822
18/06/2024,W03,89000,35,10.8,43.4,11.24,10.12,1.11,1,12,0,8.228571429,4.401428571,0.571428571,1.12,0.900355872
19/06/2024,W03,89000,35,7.4,34.2,13.07,8.06,4.64,4,50,1,8.1,4.238571429,1,5.01,0.616679419
20/06/2024,W03,89000,35,9.4,43.6,11.12,8.71,2.13,2,26,0,8.3,4.04,1.285714286,2.41,0.783273381
21/06/2024,W03,89000,35,7.2,34.1,12.64,7.58,7.32,1,52,1,8.785714286,3.831428571,1.428571429,5.06,0.599683544
22/06/2024,W03,89000,35,7.3,42.5,11.99,7.29,3.84,0,49,1,8.542857143,3.948571429,1.142857143,4.7,0.608006672
23/06/2024,W03,89000,35,7.9,35.6,10.91,7.18,4.33,2,39,1,8.542857143,3.725714286,1.428571429,3.73,0.658111824
24/06/2024,W03,89000,35,7.4,39.2,12.88,7.94,4.69,1,51,1,8.2,4.008571429,1.571428571,4.94,0.616459627
25/06/2024,W03,89000,35,9.3,42.4,11.36,8.8,3.1,1,26,0,7.985714286,4.292857143,1.571428571,2.56,0.774647887
26/06/2024,W03,89000,35,9.4,46.9,11.75,9.2,8.17,2,26,0,8.271428571,4.797142857,1.285714286,2.55,0.782978723
27/06/2024,W03,89000,35,6.1,29.4,11.48,5.84,5.36,1,58,1,7.8,5.258571429,1.142857143,5.64,0.508710801
28/06/2024,W03,89000,35,11.1,46.5,11.77,10.89,1.02,1,9,0,8.357142857,4.358571429,1.142857143,0.88,0.925233645
01/01/2024,W04,163000,42,5.6,32.1,21.82,10.18,5.22,2,117,1,5.6,5.22,2,11.64,0.466544455
02/01/2024,W04,163000,42,9.4,28.3,20.08,15.73,2.14,2,43,0,7.5,3.68,2,4.35,0.783366534
03/01/2024,W04,163000,42,8.4,28.7,21.11,14.78,3.57,2,63,0,7.8,3.643333333,2,6.33,0.700142113
04/01/2024,W04,163000,42,9.5,42.8,20.89,16.54,3.54,2,44,0,8.225,3.6175,2,4.35,0.791766395
05/01/2024,W04,163000,42,9.4,33.7,22.02,17.25,2.25,0,47,0,8.46,3.344,1.6,4.77,0.783378747
06/01/2024,W04,163000,42,6.6,19.1,19.92,10.96,5.02,1,89,1,8.15,3.623333333,1.5,8.96,0.550200803
07/01/2024,W04,163000,42,7,35.6,22.6,13.18,7,3,96,1,7.985714286,4.105714286,1.714285714,9.42,0.583185841
08/01/2024,W04,163000,42,9.4,23.2,20.23,15.85,6.58,1,45,0,8.528571429,4.3,1.571428571,4.38,0.783489867
09/01/2024,W04,163000,42,6.8,41.8,21.12,11.97,7.28,2,91,1,8.157142857,5.034285714,1.571428571,9.15,0.566761364
10/01/2024,W04,163000,42,5.8,29.4,22.84,11.04,5.35,3,118,1,7.785714286,5.288571429,1.714285714,11.8,0.483362522
11/01/2024,W04,163000,42,4.4,35.8,21.24,7.79,7.43,1,134,1,7.057142857,5.844285714,1.571428571,13.45,0.366760829
12/01/2024,W04,163000,42,7.5,31.7,21.55,13.47,3.94,3,81,1,6.785714286,6.085714286,2,8.08,0.625058005
13/01/2024,W04,163000,42,3.9,32,21.58,7.01,8.08,0,145,1,6.4,6.522857143,1.857142857,14.57,0.324837813
14/01/2024,W04,163000,42,8.2,34,23.33,15.94,4.86,2,75,1,6.571428571,6.217142857,1.714285714,7.39,0.683240463
15/01/2024,W04,163000,42,7.9,34.5,20.31,13.37,3.3,2,70,1,6.357142857,5.748571429,1.857142857,6.94,0.658296406
16/01/2024,W04,163000,42,8.8,30,23.57,17.28,3.09,2,63,0,6.642857143,5.15,1.857142857,6.29,0.733135342
17/01/2024,W04,163000,42,8.3,29.7,21.12,14.61,4.29,1,67,1,7,4.998571429,1.571428571,6.51,0.691761364
18/01/2024,W04,163000,42,5.8,29.4,23.46,11.34,6.43,0,121,1,7.2,4.855714286,1.428571429,12.12,0.483375959
19/01/2024,W04,163000,42,6.2,36.7,21.46,11.09,5.88,2,103,1,7.014285714,5.132857143,1.285714286,10.37,0.516775396
20/01/2024,W04,163000,42,6.6,30.2,20.33,11.18,5.28,1,93,1,7.4,4.732857143,1.428571429,9.15,0.549926217
21/01/2024,W04,163000,42,9,35.4,24.15,18.11,2.56,1,60,0,7.514285714,4.404285714,1.285714286,6.04,0.74989648
22/01/2024,W04,163000,42,8.5,30.4,20.78,14.72,3.61,1,60,0,7.6,4.448571429,1.142857143,6.06,0.708373436
23/01/2024,W04,163000,42,7.7,25.5,21.97,14.1,5.17,0,79,1,7.442857143,4.745714286,0.857142857,7.87,0.641784251
24/01/2024,W04,163000,42,5.6,28.8,21.92,10.23,5.62,3,118,1,7.057142857,4.935714286,1.142857143,11.69,0.46669708
25/01/2024,W04,163000,42,8,30.5,20.55,13.7,5.58,2,69,1,7.371428571,4.814285714,1.428571429,6.85,0.666666667
26/01/2024,W04,163000,42,5.5,39.8,21.81,10,6.86,0,119,1,7.271428571,4.954285714,1.142857143,11.81,0.458505273
27/01/2024,W04,163000,42,7.4,41.9,19.89,12.27,3.69,0,76,1,7.385714286,4.727142857,1,7.62,0.616892911
28/01/2024,W04,163000,42,6.2,32.3,21.67,11.2,5.76,3,105,1,6.985714286,5.184285714,1.285714286,10.47,0.516843563
29/01/2024,W04,163000,42,6.8,37.4,23.96,13.58,4.38,4,105,1,6.742857143,5.294285714,1.714285714,10.38,0.566777963
30/01/2024,W04,163000,42,9.5,36.4,23.79,18.83,2.76,3,50,0,7,4.95,2.142857143,4.96,0.791509037
31/01/2024,W04,163000,42,9.9,32.2,22.9,18.89,2.88,1,42,0,7.614285714,4.558571429,1.857142857,4.01,0.82489083
01/02/2024,W04,163000,42,10.5,29.6,21.43,18.75,2.45,0,26,0,7.971428571,4.111428571,1.571428571,2.68,0.874941671
02/02/2024,W04,163000,42,9.6,31,20.38,16.3,1.96,1,42,0,8.557142857,3.411428571,1.714285714,4.08,0.799803729
03/02/2024,W04,163000,42,6.8,31.1,21.98,12.46,7.76,1,96,1,8.471428571,3.992857143,1.857142857,9.52,0.566878981
04/02/2024,W04,163000,42,8.2,37.6,22.43,15.33,3.6,0,72,1,8.757142857,3.684285714,1.428571429,7.1,0.683459652
05/02/2024,W04,163000,42,8.8,31.7,23.58,17.29,2.94,0,64,0,9.042857143,3.478571429,0.857142857,6.29,0.733248516
06/02/2024,W04,163000,42,9.9,26.4,23.6,19.47,2.08,3,43,0,9.1,3.381428571,0.857142857,4.13,0.825
07/02/2024,W04,163000,42,7.2,31.3,21.4,12.84,6.29,3,86,1,8.714285714,3.868571429,1.142857143,8.56,0.6
08/02/2024,W04,163000,42,6.8,25.4,22.15,12.55,6.13,2,95,1,8.185714286,4.394285714,1.428571429,9.6,0.566591422
09/02/2024,W04,163000,42,8.7,30.4,22.19,16.09,7.19,1,61,0,8.057142857,5.141428571,1.428571429,6.1,0.725101397
10/02/2024,W04,163000,42,6,26.6,21.87,10.94,5.44,2,109,1,7.942857143,4.81,1.571428571,10.93,0.500228624
11/02/2024,W04,163000,42,8.9,32.9,21.59,16.01,4.75,4,55,0,8.042857143,4.974285714,2.142857143,5.58,0.741547013
12/02/2024,W04,163000,42,9.6,35.3,23.75,19,2.66,3,49,0,8.157142857,4.934285714,2.571428571,4.75,0.8
13/02/2024,W04,163000,42,7.2,33.6,19.89,11.93,4.15,1,79,1,7.771428571,5.23,2.285714286,7.96,0.599798894
14/02/2024,W04,163000,42,9.9,21.5,21.08,17.39,7.97,3,36,0,8.157142857,5.47,2.285714286,3.69,0.824952562
15/02/2024,W04,163000,42,8.3,30.5,21.89,15.14,9.3,1,69,1,8.371428571,5.922857143,2.142857143,6.75,0.691640018
16/02/2024,W04,163000,42,7.3,37.9,23.32,14.19,9.11,1,92,1,8.171428571,6.197142857,2.142857143,9.13,0.608490566
17/02/2024,W04,163000,42,8.9,23.3,20.23,15,3.05,2,52,0,8.585714286,5.855714286,2.142857143,5.23,0.74147306
18/02/2024,W04,163000,42,8.7,27.6,21.85,15.84,4.21,1,60,0,8.557142857,5.778571429,1.714285714,6.01,0.724942792
19/02/2024,W04,163000,42,8.3,36.7,20.44,14.14,9.8,1,65,1,8.371428571,6.798571429,1.428571429,6.3,0.691780822
20/02/2024,W04,163000,42,7.6,35.6,21.95,13.9,3.59,4,81,1,8.428571429,6.718571429,1.857142857,8.05,0.633257403
21/02/2024,W04,163000,42,6.1,28.7,22,11.18,6.47,1,110,1,7.885714286,6.504285714,1.571428571,10.82,0.508181818
22/02/2024,W04,163000,42,8.4,40.6,21.15,14.8,3.31,3,63,1,7.9,5.648571429,1.857142857,6.35,0.699763593
23/02/2024,W04,163000,42,8,31.3,23.96,15.97,3.26,0,80,1,8,4.812857143,1.714285714,7.99,0.666527546
24/02/2024,W04,163000,42,9.1,27.5,20.4,15.47,2.8,2,51,0,8.028571429,4.777142857,1.714285714,4.93,0.758333333
25/02/2024,W04,163000,42,8.8,37.5,21.46,15.74,3.26,2,58,0,8.042857143,4.641428571,1.857142857,5.72,0.733457596
26/02/2024,W04,163000,42,8.4,27.4,20.36,14.25,3.06,0,61,1,8.057142857,3.678571429,1.714285714,6.11,0.699901768
27/02/2024,W04,163000,42,6.5,30.9,21.03,11.39,5.03,1,98,1,7.9,3.884285714,1.285714286,9.64,0.541607228
28/02/2024,W04,163000,42,8.4,36.4,22.27,15.59,4.11,1,68,0,8.228571429,3.547142857,1.285714286,6.68,0.700044903
29/02/2024,W04,163000,42,7.1,30.5,21.55,12.75,4.69,2,90,1,8.042857143,3.744285714,1.142857143,8.8,0.591647332
01/03/2024,W04,163000,42,8.1,32.4,21.18,14.3,3.73,1,68,1,8.057142857,3.811428571,1.285714286,6.88,0.67516525
02/03/2024,W04,163000,42,9.6,29.7,23.44,18.75,6.65,0,48,0,8.128571429,4.361428571,1,4.69,0.799914676
03/03/2024,W04,163000,42,9.2,24.2,22.62,17.34,2.69,0,53,0,8.185714286,4.28,0.714285714,5.28,0.766578249
04/03/2024,W04,163000,42,7.6,33.8,20.11,12.74,5.05,2,74,1,8.071428571,4.564285714,1,7.37,0.633515664
05/03/2024,W04,163000,42,7,26.6,20.99,12.24,5.86,2,87,1,8.142857143,4.682857143,1.142857143,8.75,0.583134826
06/03/2024,W04,163000,42,5.4,29.2,22.1,9.95,7.71,1,122,1,7.714285714,5.197142857,1.142857143,12.15,0.450226244
07/03/2024,W04,163000,42,5.7,34.1,23.9,11.35,5.79,1,127,1,7.514285714,5.354285714,1,12.55,0.474895397
08/03/2024,W04,163000,42,6.7,43.1,19.92,11.12,5.24,0,88,1,7.314285714,5.57,0.857142857,8.8,0.558232932
09/03/2024,W04,163000,42,6.6,27.5,22.27,12.25,5.6,2,101,1,6.885714286,5.42,1.142857143,10.02,0.550067355
10/03/2024,W04,163000,42,8.6,22.7,20.39,14.61,3.04,2,58,0,6.8,5.47,1.428571429,5.78,0.71652771
11/03/2024,W04,163000,42,7.4,33.4,23.33,14.39,4.76,2,89,1,6.771428571,5.428571429,1.428571429,8.94,0.6168024
12/03/2024,W04,163000,42,5.7,40.1,21.43,10.18,5.24,3,114,1,6.585714286,5.34,1.571428571,11.25,0.475034998
13/03/2024,W04,163000,42,7.3,31,23.56,14.33,3.97,0,93,1,6.857142857,4.805714286,1.428571429,9.23,0.608234295
14/03/2024,W04,163000,42,8,36.4,21.56,14.37,3.43,1,72,1,7.185714286,4.468571429,1.428571429,7.19,0.666512059
15/03/2024,W04,163000,42,7.8,34.2,22.64,14.72,4.05,2,80,1,7.342857143,4.298571429,1.714285714,7.92,0.650176678
16/03/2024,W04,163000,42,7,31.2,20.79,12.13,5.11,3,88,1,7.4,4.228571429,1.857142857,8.66,0.583453583
17/03/2024,W04,163000,42,9.7,31,22.31,18.03,2.07,3,43,0,7.557142857,4.09,2,4.28,0.808157777
18/03/2024,W04,163000,42,6.3,28.1,23.85,12.52,5.72,3,115,1,7.4,4.227142857,2.142857143,11.33,0.524947589
19/03/2024,W04,163000,42,6.8,33.3,19.93,11.29,7.21,1,87,1,7.557142857,4.508571429,1.857142857,8.64,0.566482689
20/03/2024,W04,163000,42,5.5,34.5,22.26,10.2,6.08,1,120,1,7.3,4.81,2,12.06,0.458221024
21/03/2024,W04,163000,42,9.6,21.9,20.72,16.58,2.29,2,43,0,7.528571429,4.647142857,2.142857143,4.14,0.80019305
22/03/2024,W04,163000,42,6.8,36.6,23.68,13.42,5.05,3,104,1,7.385714286,4.79,2.285714286,10.26,0.566722973
23/03/2024,W04,163000,42,4,31.8,20.98,6.99,7.93,1,140,1,6.957142857,5.192857143,2,13.99,0.333174452
24/03/2024,W04,163000,42,9.6,26.1,21.82,17.46,2.75,2,44,0,6.942857143,5.29,1.857142857,4.36,0.800183318
25/03/2024,W04,163000,42,5.8,33.6,21.11,10.2,7.88,3,110,1,6.871428571,5.598571429,1.857142857,10.91,0.483183325
26/03/2024,W04,163000,42,6.9,34.6,20.65,11.87,4.66,3,87,1,6.885714286,5.234285714,2.142857143,8.78,0.574818402
27/03/2024,W04,163000,42,6.1,24.9,21.91,11.14,4.9,2,108,1,6.971428571,5.065714286,2.285714286,10.77,0.508443633
28/03/2024,W04,163000,42,7.7,32.3,20.96,13.45,3.73,2,77,1,6.7,5.271428571,2.285714286,7.51,0.641698473
29/03/2024,W04,163000,42,9,38.1,19.87,14.9,2.65,0,50,0,7.014285714,4.928571429,1.857142857,4.97,0.749874182
30/03/2024,W04,163000,42,10.3,31.3,21.68,18.61,3.79,1,31,0,7.914285714,4.337142857,1.857142857,3.07,0.858394834
31/03/2024,W04,163000,42,6.1,33.7,23.81,12.1,4.87,0,117,1,7.414285714,4.64,1.571428571,11.71,0.508189836
01/04/2024,W04,163000,42,9.8,30.1,20.83,17.01,5.02,5,40,0,7.985714286,4.231428571,1.857142857,3.82,0.816610658
02/04/2024,W04,163000,42,7.7,37.5,20.22,12.97,5.72,1,74,1,8.1,4.382857143,1.571428571,7.25,0.641444115
03/04/2024,W04,163000,42,7,29.5,23.81,13.89,7.5,0,99,1,8.228571429,4.754285714,1.285714286,9.92,0.583368333
04/04/2024,W04,163000,42,7,31.5,20.37,11.88,6.53,3,86,1,8.128571429,5.154285714,1.428571429,8.49,0.583210604
05/04/2024,W04,163000,42,6.8,33,21.19,12.01,4.19,4,91,1,7.814285714,5.374285714,2,9.18,0.566776782
06/04/2024,W04,163000,42,8.1,31.9,24.18,16.32,3.53,0,79,1,7.5,5.337142857,1.857142857,7.86,0.674937965
07/04/2024,W04,163000,42,6.4,31.6,23.17,12.36,4.94,5,109,1,7.542857143,5.347142857,2.571428571,10.81,0.533448425
08/04/2024,W04,163000,42,8.8,34.3,22.11,16.21,6.79,2,58,0,7.4,5.6,2.142857143,5.9,0.73315242
09/04/2024,W04,163000,42,6,31.3,23.55,11.78,7.16,0,119,1,7.157142857,5.805714286,2,11.77,0.500212314
10/04/2024,W04,163000,42,8,34.6,22.92,15.28,3.37,1,76,1,7.3,5.215714286,2.142857143,7.64,0.666666667
11/04/2024,W04,163000,42,5.8,36.4,24.09,11.64,5.15,2,124,1,7.128571429,5.018571429,2,12.45,0.483188045
12/04/2024,W04,163000,42,5.8,26.5,21.99,10.63,5.94,2,113,1,6.985714286,5.268571429,1.714285714,11.36,0.483401546
13/04/2024,W04,163000,42,6.9,38.9,22.02,12.66,5.57,1,95,1,6.814285714,5.56,1.857142857,9.36,0.57493188
14/04/2024,W04,163000,42,8.3,29.6,23.97,16.58,4.55,1,74,1,7.085714286,5.504285714,1.285714286,7.39,0.691697956
15/04/2024,W04,163000,42,7,33.6,19.88,11.6,5.89,2,83,1,6.828571429,5.375714286,1.285714286,8.28,0.583501006
16/04/2024,W04,163000,42,11.5,33.5,19.98,19.15,2.54,0,9,0,7.614285714,4.715714286,1.285714286,0.83,0.958458458
17/04/2024,W04,163000,42,7.4,33.1,21.15,13.04,4.49,3,82,1,7.528571429,4.875714286,1.571428571,8.11,0.616548463
18/04/2024,W04,163000,42,5,35,22.64,9.43,6.2,4,133,1,7.414285714,5.025714286,1.857142857,13.21,0.416519435
19/04/2024,W04,163000,42,7.7,27.5,20.19,12.96,4.55,1,74,1,7.685714286,4.827142857,1.714285714,7.23,0.641901932
20/04/2024,W04,163000,42,6.5,30.3,21.71,11.76,4.83,2,99,1,7.628571429,4.721428571,1.857142857,9.95,0.541685859
21/04/2024,W04,163000,42,6.9,35.7,21.54,12.39,6.73,1,91,1,7.428571429,5.032857143,1.857142857,9.15,0.575208914
22/04/2024,W04,163000,42,8.2,36.5,21.04,14.38,3.43,2,68,1,7.6,4.681428571,1.857142857,6.66,0.683460076
23/04/2024,W04,163000,42,7.6,32,22.97,14.55,5.66,2,85,1,7.042857143,5.127142857,2.142857143,8.42,0.633434915
24/04/2024,W04,163000,42,7.5,33,21.38,13.36,3.81,3,80,1,7.057142857,5.03,2.142857143,8.02,0.624883068
25/04/2024,W04,163000,42,7,32.1,23.13,13.49,4.08,0,96,1,7.342857143,4.727142857,1.571428571,9.64,0.583225249
26/04/2024,W04,163000,42,8.3,39.3,20.52,14.19,3.86,2,65,1,7.428571429,4.628571429,1.714285714,6.33,0.691520468
27/04/2024,W04,163000,42,8.5,35,20.32,14.39,6.99,1,60,0,7.714285714,4.937142857,1.571428571,5.93,0.708169291
28/04/2024,W04,163000,42,9.7,34.8,24.1,19.48,2.79,4,47,0,8.114285714,4.374285714,2,4.62,0.808298755
29/04/2024,W04,163000,42,9,30.8,23.16,17.37,3.13,1,59,0,8.228571429,4.331428571,1.857142857,5.79,0.75
30/04/2024,W04,163000,42,7.8,24.1,22.12,14.38,4.38,1,79,1,8.257142857,4.148571429,1.714285714,7.74,0.650090416
01/05/2024,W04,163000,42,6.3,29.4,21.34,11.2,5.32,2,101,1,8.085714286,4.364285714,1.571428571,10.14,0.524835989
02/05/2024,W04,163000,42,7.5,33.2,23.05,14.41,5.16,4,87,1,8.157142857,4.518571429,2.142857143,8.64,0.62516269
03/05/2024,W04,163000,42,6.1,30.6,23.57,11.98,5.39,2,116,1,7.842857143,4.737142857,2.142857143,11.59,0.508273229
04/05/2024,W04,163000,42,5.6,37.2,22.71,10.6,5.92,1,121,1,7.428571429,4.584285714,2.142857143,12.11,0.466754734
05/05/2024,W04,163000,42,7.4,33.8,20.17,12.44,4.06,3,79,1,7.1,4.765714286,2,7.73,0.616757561
06/05/2024,W04,163000,42,8.8,35.8,23.45,17.2,7.7,1,63,0,7.071428571,5.418571429,2,6.25,0.73347548
07/05/2024,W04,163000,42,7.7,40.6,22.63,14.52,3.94,1,83,1,7.057142857,5.355714286,2,8.11,0.64162616
08/05/2024,W04,163000,42,6.4,36.3,22.23,11.86,6.06,3,105,1,7.071428571,5.461428571,2.142857143,10.37,0.53351327
09/05/2024,W04,163000,42,8.4,32.2,22.66,15.86,3.31,2,70,1,7.2,5.197142857,1.857142857,6.8,0.699911739
10/05/2024,W04,163000,42,6.8,31,21.06,11.93,8.9,1,92,1,7.3,5.698571429,1.714285714,9.13,0.566476733
11/05/2024,W04,163000,42,10.7,36.8,22.11,19.71,1.46,1,25,0,8.028571429,5.061428571,1.714285714,2.4,0.891451832
12/05/2024,W04,163000,42,4.6,31.9,24.2,9.28,7.08,1,151,1,7.628571429,5.492857143,1.428571429,14.92,0.383471074
13/05/2024,W04,163000,42,5.4,27.2,20.78,9.35,5.8,1,115,1,7.142857143,5.221428571,1.428571429,11.43,0.449951877
14/05/2024,W04,163000,42,8,40.7,20.43,13.62,5,0,68,1,7.185714286,5.372857143,1.285714286,6.81,0.666666667
15/05/2024,W04,163000,42,7.1,24.7,21.28,12.59,4.69,2,88,1,7.285714286,5.177142857,1.142857143,8.69,0.591635338
16/05/2024,W04,163000,42,6.9,27.1,23.02,13.24,4.54,0,98,1,7.071428571,5.352857143,0.857142857,9.78,0.575152042
17/05/2024,W04,163000,42,9.3,32.5,20.15,15.62,3.2,0,46,0,7.428571429,4.538571429,0.714285714,4.53,0.775186104
18/05/2024,W04,163000,42,6.5,33.6,24.15,13.08,4.44,2,111,1,6.828571429,4.964285714,0.857142857,11.07,0.541614907
19/05/2024,W04,163000,42,9,29.7,23.52,17.64,2.52,2,58,0,7.457142857,4.312857143,1,5.88,0.75
20/05/2024,W04,163000,42,6.2,26.2,22.14,11.44,4.79,2,108,1,7.571428571,4.168571429,1.142857143,10.7,0.516711834
21/05/2024,W04,163000,42,10.2,30.2,23.48,19.96,4.02,1,35,0,7.885714286,4.028571429,1.285714286,3.52,0.850085179
